[2023-05-10 10:23:27] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalogrule_product_priceee8b7bb8_1"}} []
[2023-05-10 10:23:27] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalogrule_product_priceee8b7bb8_2"}} []
[2023-05-10 10:23:27] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalogrule_product_priceee8b7bb8_3"}} []
[2023-05-10 10:23:27] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalogrule_product_priceee8b7bb8_4"}} []
[2023-05-10 10:23:27] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalogrule_product_price__tempc42e8b76_1"}} []
[2023-05-10 10:23:27] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalogrule_product_price__tempc42e8b76_2"}} []
[2023-05-10 10:23:27] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalogrule_product_price__tempc42e8b76_3"}} []
[2023-05-10 10:23:27] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalogrule_product_price__tempc42e8b76_4"}} []
[2023-05-10 10:23:27] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalogrule_group_website_1"}} []
[2023-05-10 10:23:27] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalogrule_group_website_2"}} []
[2023-05-10 10:23:27] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalogrule_group_website_3"}} []
[2023-05-10 10:23:27] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalogrule_group_website_4"}} []
[2023-05-10 10:23:27] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalogrule_group_website38e15f35_1"}} []
[2023-05-10 10:23:27] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalogrule_group_website38e15f35_2"}} []
[2023-05-10 10:23:27] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalogrule_group_website38e15f35_3"}} []
[2023-05-10 10:23:27] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalogrule_group_website38e15f35_4"}} []
[2023-05-10 10:23:27] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalogrule_group_website__temp447c467b_1"}} []
[2023-05-10 10:23:27] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalogrule_group_website__temp447c467b_2"}} []
[2023-05-10 10:23:27] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalogrule_group_website__temp447c467b_3"}} []
[2023-05-10 10:23:27] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalogrule_group_website__temp447c467b_4"}} []
[2023-05-10 10:23:27] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalogrule_product6e577e0c_1"}} []
[2023-05-10 10:23:27] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalogrule_product6e577e0c_2"}} []
[2023-05-10 10:23:27] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalogrule_product6e577e0c_3"}} []
[2023-05-10 10:23:27] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalogrule_product6e577e0c_4"}} []
[2023-05-10 10:23:27] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalogrule_product_priceee8b7bb8_1"}} []
[2023-05-10 10:23:27] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalogrule_product_priceee8b7bb8_2"}} []
[2023-05-10 10:23:27] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalogrule_product_priceee8b7bb8_3"}} []
[2023-05-10 10:23:27] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalogrule_product_priceee8b7bb8_4"}} []
[2023-05-10 10:23:27] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalogrule_group_website38e15f35_1"}} []
[2023-05-10 10:23:27] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalogrule_group_website38e15f35_2"}} []
[2023-05-10 10:23:27] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalogrule_group_website38e15f35_3"}} []
[2023-05-10 10:23:27] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalogrule_group_website38e15f35_4"}} []
[2023-05-10 10:23:27] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["cat_c","cat_p","BLOCK_HTML"],"mode":"matchingAnyTag"}} []
[2023-05-10 10:23:27] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["cat_c","cat_p"],"mode":"matchingAnyTag"}} []
[2023-05-10 10:23:28] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalog_product_index_price_1"}} []
[2023-05-10 10:23:28] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalog_product_index_price_2"}} []
[2023-05-10 10:23:28] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalog_product_index_price_3"}} []
[2023-05-10 10:23:28] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalog_product_index_price_4"}} []
[2023-05-10 10:23:28] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalog_product_index_price_outdated_1"}} []
[2023-05-10 10:23:28] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalog_product_index_price_outdated_2"}} []
[2023-05-10 10:23:28] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalog_product_index_price_outdated_3"}} []
[2023-05-10 10:23:28] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalog_product_index_price_outdated_4"}} []
[2023-05-10 10:23:28] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalog_product_index_price_replica_1"}} []
[2023-05-10 10:23:28] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalog_product_index_price_replica_2"}} []
[2023-05-10 10:23:28] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalog_product_index_price_replica_3"}} []
[2023-05-10 10:23:28] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalog_product_index_price_replica_4"}} []
[2023-05-10 10:23:28] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["cat_c","cat_p"],"mode":"matchingAnyTag"}} []
[2023-05-10 10:23:30] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["cat_c","cat_p"],"mode":"matchingAnyTag"}} []
[2023-05-10 10:23:30] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["LAYOUT_GENERAL_CACHE_TAG"],"mode":"matchingTag"}} []
[2023-05-10 10:23:30] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["BLOCK_HTML"],"mode":"matchingTag"}} []
[2023-05-10 10:23:30] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["FPC"],"mode":"matchingTag"}} []
[2023-05-10 10:24:06] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["FPC"],"mode":"matchingTag"}} []
[2023-05-10 10:24:16] main.CRITICAL: The specified "/home/cloudpanel/htdocs/thanh.mgt/generated/code/Magento/Framework/App/Http/Interceptor.php.9849" file couldn't be written. Warning!file_put_contents(/home/cloudpanel/htdocs/thanh.mgt/generated/code/Magento/Framework/App/Http/Interceptor.php.9849): failed to open stream: Permission denied
Class Magento\Framework\App\Http\Interceptor generation error: The requested class did not generate properly, because the 'generated' directory permission is read-only. If --- after running the 'bin/magento setup:di:compile' CLI command when the 'generated' directory permission is set to write --- the requested class did not generate properly, then you must add the generated class object to the signature of the related construct method, only. [] []
[2023-05-10 10:24:18] main.DEBUG: The specified "/home/cloudpanel/htdocs/thanh.mgt/generated/code/Magento/Framework/App/Http/Interceptor.php.9849" file couldn't be written. Warning!file_put_contents(/home/cloudpanel/htdocs/thanh.mgt/generated/code/Magento/Framework/App/Http/Interceptor.php.9849): failed to open stream: Permission denied
Class Magento\Framework\App\Http\Interceptor generation error: The requested class did not generate properly, because the 'generated' directory permission is read-only. If --- after running the 'bin/magento setup:di:compile' CLI command when the 'generated' directory permission is set to write --- the requested class did not generate properly, then you must add the generated class object to the signature of the related construct method, only. {"exception":"[object] (RuntimeException(code: 0): The specified \"/home/cloudpanel/htdocs/thanh.mgt/generated/code/Magento/Framework/App/Http/Interceptor.php.9849\" file couldn't be written. Warning!file_put_contents(/home/cloudpanel/htdocs/thanh.mgt/generated/code/Magento/Framework/App/Http/Interceptor.php.9849): failed to open stream: Permission denied
Class Magento\\Framework\\App\\Http\\Interceptor generation error: The requested class did not generate properly, because the 'generated' directory permission is read-only. If --- after running the 'bin/magento setup:di:compile' CLI command when the 'generated' directory permission is set to write --- the requested class did not generate properly, then you must add the generated class object to the signature of the related construct method, only. at /home/cloudpanel/htdocs/thanh.mgt/vendor/magento/framework/Code/Generator.php:139)"} []
[2023-05-10 10:24:44] main.INFO: Broken reference: the 'product.reviews' element cannot be added as child to 'product_tabs', because the latter doesn't exist [] []
[2023-05-10 10:24:44] main.INFO: Item Magento_Backend::system_currency was removed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Theme::design_config was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Theme::system_design_theme was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Config::system_config was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Backend::system_design_schedule was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Backend::system_store was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Backend::dashboard was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Backend::system was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Backend::system_tools was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Backend::system_design was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Backend::system_convert was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Backend::system_cache was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Backend::marketing was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Backend::marketing_communications was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Backend::marketing_seo was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Backend::marketing_user_content was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Backend::content was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Backend::content_elements was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Backend::stores was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Backend::stores_settings was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Backend::stores_attributes was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Backend::other_settings was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Backend::system_other_settings was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Search::search_terms was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Search::search_synonyms was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Backup::system_tools_backup was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Variable::system_variable was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Customer::customer was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Customer::customer_manage was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Customer::customer_online was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Customer::customer_group was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_AdminNotification::system_adminnotification was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Indexer::system_index was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Cms::cms_page was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Cms::cms_block was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Catalog::catalog was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Catalog::catalog_products was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Catalog::catalog_categories was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Catalog::catalog_attributes_attributes was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Catalog::catalog_attributes_sets was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Catalog::inventory was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_CatalogRule::promo was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_CatalogRule::promo_catalog was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Widget::cms_widget_instance was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Sales::sales was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Sales::sales_operation was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Sales::sales_order was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Sales::sales_invoice was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Sales::sales_shipment was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Sales::sales_creditmemo was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Sales::sales_transactions was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Sales::system_order_statuses was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_MediaGalleryUi::media was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_MediaGalleryUi::media_gallery was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_User::system_acl was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_User::system_acl_users was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_User::system_acl_roles was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_User::system_acl_locks was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Downloadable::report_products_downloads was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_UrlRewrite::urlrewrite was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_CurrencySymbol::system_currency was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_CurrencySymbol::system_currency_rates was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_CurrencySymbol::system_currency_symbols was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Integration::system_extensions was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Integration::system_integrations was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Tax::sales_tax was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Tax::sales_tax_rules was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Tax::sales_tax_rates was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_ImportExport::system_convert_import was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_ImportExport::system_convert_export was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_ImportExport::system_convert_history was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Email::template was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_EncryptionKey::system_crypt_key was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Analytics::business_intelligence was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Analytics::advanced_reporting was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Analytics::bi_essentials was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_InventoryAdminUi::inventory was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_InventoryAdminUi::source was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_InventoryAdminUi::stock was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Reports::report was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Reports::report_marketing was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Reports::report_salesroot was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Reports::report_salesroot_sales was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Reports::report_salesroot_tax was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Reports::report_salesroot_invoiced was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Reports::report_salesroot_shipping was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Reports::report_salesroot_refunded was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Reports::report_salesroot_coupons was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Reports::report_shopcart_product was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Reports::report_shopcart_abandoned was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Reports::report_products was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Reports::report_products_bestsellers was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Reports::report_products_sold was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Reports::report_products_viewed was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Reports::report_products_lowstock was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Reports::report_customers was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Reports::report_customers_accounts was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Reports::report_customers_totals was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Reports::report_customers_orders was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Reports::report_statistics was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Reports::report_statistics_refresh was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Search::report_search_term was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_LoginAsCustomerLog::login_log was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Marketplace::partners was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Newsletter::newsletter_template was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Newsletter::newsletter_queue was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Newsletter::newsletter_subscriber was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Newsletter::newsletter_problem was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_SalesRule::promo_quote was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Paypal::report_salesroot_paypal_settlement_reports was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Paypal::paypal_billing_agreement was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Review::catalog_reviews_ratings_ratings was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Review::catalog_reviews_ratings_pending was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Review::catalog_reviews_ratings_reviews_all was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Review::report_review was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Review::report_review_customer was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Review::report_review_product was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_CheckoutAgreements::sales_checkoutagreement was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_Sitemap::catalog_sitemap was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_TaxImportExport::system_convert_tax was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_AsynchronousOperations::system_magento_logging was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Magento_AsynchronousOperations::system_magento_logging_bulk_operations was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Dotdigitalgroup_Email::marketing_automation was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Dotdigitalgroup_Email::automation_studio was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Dotdigitalgroup_Email::exclusion_rules was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Dotdigitalgroup_Email::marketing_automation_report was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Dotdigitalgroup_Email::dashboards was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Dotdigitalgroup_Email::importer was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Dotdigitalgroup_Email::automation was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Dotdigitalgroup_Email::campaign was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Dotdigitalgroup_Email::cron was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Dotdigitalgroup_Email::logviewer was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Dotdigitalgroup_Email::abandoned was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Dotdigitalgroup_Chat::config was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Ecommage_HelloWorld::helloworld was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Ecommage_HelloWorld::post was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Ecommage_HelloWorld::hello_configuration was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Ecommage_HelloWorld::menu was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Ecommage_HelloWorld::create was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Ecommage_HelloWorld::delete was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Ecommage_HelloWorld::view was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Ecommage_ThanhEx1::testEx1_id was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Ecommage_ThanhEx1::post2_id was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Ecommage_ThanhEx1::test_configuration2_id was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Ecommage_Thanhext3::thanhext3 was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Ecommage_Thanhext3::post was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Ecommage_Thanhext3::thanhext3_configuration was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Mageplaza_Smtp::smtp was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Mageplaza_Smtp::log was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Mageplaza_Smtp::configuration was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Mageplaza_Smtp::abandoned_cart was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Avada_Smtp::email_marketing was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Avada_Smtp::email_marketing_automation was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Avada_Smtp::email_marketing_newsletters was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Avada_Smtp::email_marketing_sms was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Avada_Smtp::email_marketing_forms was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id PayPal_Braintree::settlement_report was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id PayPal_Braintree::virtual_terminal was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Yotpo_Yotpo::yotpo_report_reviews was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Yotpo_Yotpo::yotpo_reviews_external was processed [] []
[2023-05-10 10:24:44] main.INFO: Add of item with id Yotpo_Yotpo::yotpo_analytics_external was processed [] []
[2023-05-10 10:27:43] main.INFO: Broken reference: the 'catalog.compare.sidebar' element cannot be added as child to 'sidebar.additional', because the latter doesn't exist [] []
